DateKey,RegionKey,ChannelKey,ProductKey,Revenue,Profit,Leads,DealsWon
20251215,3,2,3,1010.98,412.99,3,0
20240920,3,3,9,1582.49,349.01,2,0
20240705,2,2,2,812.28,290.14,6,0
20250404,2,2,10,1687.8,501.56,2,0
20240726,1,3,6,2936.74,1526.5,2,0
20240419,1,3,3,652.51,213.13,1,0
20240624,3,3,1,194.06,72.43,3,0
20251229,3,2,8,813.45,349.96,3,0
20251114,4,3,1,958.48,255.0,7,0
20251004,4,1,9,848.63,324.23,3,0
20251111,4,2,6,2001.12,853.47,1,0
20250420,1,2,6,2195.0,911.72,4,1
20250422,2,2,10,456.78,128.59,3,1
20240608,1,3,9,401.9,107.0,7,0
20241105,3,2,1,785.54,307.8,7,0
20241009,1,1,8,2084.92,884.2,2,0
20240616,2,3,1,577.32,141.3,4,0
20250719,2,2,6,919.13,309.5,2,0
20250612,1,2,7,1013.75,210.44,3,1
20240603,3,1,1,645.75,126.92,3,1
20240727,3,3,5,1034.73,392.26,5,0
20250128,1,2,1,1010.18,375.67,2,0
20260131,4,3,10,1564.76,375.01,2,0
20240806,2,3,2,834.7,245.84,3,0
20260214,1,2,10,554.96,160.51,6,0
20260106,2,1,10,871.6,231.75,3,0
20240804,4,1,8,1951.46,426.5,3,0
20250927,4,1,3,416.23,76.57,2,0
20250329,1,3,9,338.69,129.98,2,0
20241128,4,2,2,752.7,253.59,2,0
20250713,3,1,3,271.55,71.93,2,0
20250323,1,1,4,1037.44,300.04,4,0
20240709,3,1,3,1231.32,288.56,2,1
20240907,2,2,10,1067.99,302.74,5,0
20250401,2,1,9,1045.52,436.31,3,1
20251126,2,2,8,688.13,305.82,2,0
20240329,3,2,6,1071.58,393.44,1,0
20260113,3,2,4,662.25,129.62,3,0
20250530,3,1,7,455.15,187.33,2,1
20250609,1,1,4,7030.33,1465.79,4,0
20250306,3,2,4,1758.37,697.04,2,0
20240318,1,2,5,2329.25,779.89,4,0
20251226,4,1,6,1199.44,395.88,4,0
20240403,2,1,5,271.08,107.06,3,1
20241012,1,2,3,400.18,136.14,4,0
20250224,3,2,5,1268.75,589.04,4,0
20250910,3,2,9,1085.91,378.01,8,0
20250508,1,2,6,2669.02,1139.34,5,0
20241204,1,2,8,1553.59,521.08,4,0
20240323,4,2,9,449.66,246.89,6,0
20241008,2,2,2,1578.68,457.66,2,0
20241128,1,3,6,943.58,420.28,2,0
20251026,2,1,3,3160.95,793.29,2,0
20241205,1,1,6,1764.1,273.81,2,0
20250620,1,2,5,782.64,291.71,6,0
20250523,1,3,1,2579.76,1014.45,4,0
20251215,4,1,7,1707.57,437.72,4,1
20250725,1,1,4,3402.86,908.67,2,1
20250825,2,1,1,702.34,262.35,2,0
20240904,1,1,4,797.3,289.85,2,0
20240414,2,2,7,394.91,191.32,7,0
20250721,2,2,10,843.81,328.79,4,0
20240313,2,2,5,825.66,139.04,3,0
20240815,2,3,4,1998.24,627.74,1,0
20241002,3,1,3,1035.59,295.32,1,0
20240801,4,2,8,2049.47,773.62,2,0
20250616,1,1,7,1554.18,460.18,4,0
20240411,2,2,1,925.49,270.46,4,0
20250304,4,3,2,187.35,74.39,4,0
20250727,1,3,8,1206.23,417.38,2,0
20240603,4,2,4,554.0,191.61,1,0
20240402,3,2,9,481.75,247.88,2,0
20241201,2,3,10,669.58,196.54,1,0
20250208,2,3,5,2558.22,541.68,3,0
20250706,1,1,8,3029.8,620.89,3,0
20241223,1,2,3,620.65,251.7,2,0
20240824,3,3,9,692.1,214.18,4,0
20251024,1,3,7,1822.22,789.47,1,1
20240603,1,1,1,2397.42,746.9,2,0
20260125,4,3,9,873.58,239.16,6,1
20240620,1,3,3,2559.94,633.14,2,0
20240903,4,2,6,1228.46,442.14,3,1
20241104,3,1,7,686.42,308.26,3,0
20240804,2,1,9,1791.83,722.65,3,0
20241107,3,1,10,658.25,193.83,4,0
20250113,1,1,7,258.31,126.53,3,0
20240702,3,1,1,1407.98,625.34,3,0
20240314,4,3,9,1026.27,196.7,5,0
20250913,1,1,6,723.83,149.77,3,1
20250917,1,2,7,880.88,391.81,5,0
20250113,1,1,1,1691.92,986.48,4,0
20260111,4,1,4,2600.4,1128.15,5,0
20251112,4,1,3,1851.06,538.41,4,0
20241209,2,2,1,2248.85,1079.12,3,1
20251219,2,1,5,98.88,23.64,2,1
20251125,2,1,1,209.04,62.59,3,0
20240729,2,1,4,2827.65,840.61,5,0
20250629,2,1,10,582.32,237.19,4,0
20250317,1,1,4,528.01,170.79,2,0
20240608,1,1,2,758.99,318.12,2,1
20250324,3,3,10,1517.18,336.96,2,0
20241028,2,3,10,508.25,104.97,5,0
20240819,2,2,4,1662.95,571.26,3,1
20240404,1,2,1,1789.89,199.52,4,0
20250616,2,1,10,1334.11,520.76,6,0
20260107,1,3,4,3376.77,1086.04,3,0
20250816,2,1,3,1383.61,586.64,3,0
20250408,2,2,7,1686.38,442.57,5,0
20250803,4,3,7,806.0,282.87,4,0
20250715,2,3,8,2039.9,635.4,4,0
20240401,1,2,1,750.28,354.09,5,1
20260110,3,1,1,1261.56,461.5,2,0
20240316,2,3,7,4595.77,1741.2,2,0
20250111,4,1,2,1693.03,509.86,4,0
20250721,4,2,9,1055.72,368.66,2,1
20250331,4,1,2,1849.5,962.72,3,0
20251210,1,1,5,2125.18,655.84,2,1
20250610,1,1,7,1868.55,703.59,6,0
20240717,3,2,10,592.38,210.78,3,1
20240527,2,3,3,1608.12,545.83,5,0
20250213,1,1,10,1128.61,410.5,5,0
20260221,1,3,3,290.43,91.85,3,0
20240416,3,2,9,1070.28,270.52,4,0
20251221,4,2,5,343.83,106.14,4,0
20260123,3,3,10,944.29,518.18,4,0
20250922,3,1,4,1397.66,564.79,1,1
20240902,3,2,3,340.46,97.75,2,1
20240629,3,1,5,1279.23,415.38,2,1
20240724,4,2,6,647.22,160.97,4,0
20250104,1,1,7,662.51,200.0,3,1
20250917,4,3,9,123.36,20.89,4,0
20250201,2,3,9,1906.85,479.47,2,0
20241226,1,3,5,760.31,130.7,5,0
20260117,2,1,1,2387.95,1009.09,7,1
20260107,1,1,4,2310.04,768.7,3,1
20240419,1,3,7,1275.56,416.45,4,1
20250514,4,2,9,521.2,158.13,4,0
20251030,1,2,1,2697.4,862.76,3,0
20241115,4,1,1,1335.6,360.33,4,0
20240418,3,3,10,753.88,379.19,5,0
20250919,4,3,9,268.99,86.38,3,0
20251106,4,1,10,703.72,181.4,5,0
20240301,3,2,8,1534.77,552.92,4,0
20240607,3,2,3,2631.74,827.7,2,1
20240908,4,1,10,713.74,226.42,3,0
20250209,2,3,9,91.4,22.75,3,0
20240412,1,3,3,700.15,210.87,4,1
20251212,4,2,6,734.99,272.08,4,0
20241120,2,3,2,82.63,32.64,1,0
20250301,1,1,9,2662.66,689.38,3,1
20251122,3,2,6,647.4,250.69,6,0
20240610,2,1,7,3933.83,2096.28,6,0
20251226,2,1,2,1746.72,581.07,4,1
20251215,3,1,9,1034.51,341.15,3,0
20251213,1,2,1,454.27,150.78,3,0
20240624,3,1,4,3513.33,736.41,4,0
20251021,2,2,4,4288.32,1553.57,3,0
20240423,2,1,3,2215.18,812.03,3,1
20250205,4,1,9,1050.75,219.08,7,0
20250613,4,2,8,2407.38,511.12,2,0
20240621,2,2,4,306.43,39.07,5,0
20240701,3,3,4,1238.89,363.71,1,0
20250324,4,2,7,854.45,375.39,1,0
20251127,2,3,10,880.39,291.61,3,1
20240423,3,3,7,581.19,128.26,4,0
20251120,2,2,5,2672.75,1204.63,2,0
20250722,2,3,5,377.38,160.55,2,1
20240531,4,2,6,1253.66,322.09,2,0
20251124,1,1,2,2438.91,1057.75,2,0
20240622,2,2,9,255.49,57.92,3,0
20250907,4,2,9,1845.23,671.4,6,0
20251018,4,1,8,551.98,170.47,3,0
20250627,3,2,5,1732.93,627.62,2,0
20241019,3,2,3,590.4,156.38,2,0
20241123,3,3,3,459.82,186.98,4,0
20240901,1,3,8,948.68,263.09,1,0
20260129,2,2,2,1354.81,451.04,4,0
20250517,2,1,5,611.55,246.6,3,0
20250928,1,2,4,1829.1,670.45,6,0
20241029,4,1,3,1856.9,417.52,3,0
20240511,2,3,5,211.83,43.18,2,0
20240728,4,3,3,428.4,126.56,4,1
20251212,2,1,9,985.42,464.63,6,1
20250505,2,2,5,2079.17,558.47,8,0
20240521,1,1,10,407.54,139.8,3,0
20260122,3,1,2,1436.02,464.3,1,0
20241206,2,3,8,694.28,153.35,2,0
20241002,4,2,9,1100.39,339.86,2,0
20240504,2,3,5,1340.67,551.23,2,0
20240412,3,3,2,1371.84,743.49,4,0
20240529,3,1,2,1563.15,480.88,4,0
20250523,1,1,10,2604.19,892.45,6,1
20240916,4,2,1,1098.39,228.54,2,0
20240930,2,2,4,758.85,169.74,3,0
20250613,3,1,1,997.96,244.57,3,0
20250502,3,2,4,1408.77,682.2,8,0
20250131,2,1,6,65.72,19.04,3,0
20250829,1,2,8,1617.56,292.85,5,0
20251029,3,1,10,1228.78,125.67,1,0
20241210,2,1,1,1866.9,450.39,3,0
20241105,2,1,4,790.63,361.81,1,1
20250216,2,2,6,649.03,264.16,2,0
20240319,3,1,5,1238.0,241.46,2,0
20250731,3,1,6,835.44,157.02,3,0
20240604,2,3,8,1951.86,613.48,6,0
20240823,1,1,5,1770.84,579.56,3,1
20241005,3,3,1,1516.32,384.28,4,0
20251215,3,3,8,356.05,69.22,5,0
20250512,4,3,8,614.84,299.92,5,0
20251025,1,3,8,1045.79,218.45,1,0
20250115,4,1,9,4293.41,833.41,6,0
20250725,1,3,8,1129.17,475.62,3,0
20240312,1,3,1,641.07,248.79,5,0
20250126,2,1,6,711.04,278.77,4,1
20241109,4,3,10,760.22,243.52,2,0
20250706,1,1,7,2528.66,1120.08,2,1
20240803,4,3,7,2594.56,878.52,4,0
20250614,1,1,9,1165.49,553.78,2,1
20251220,1,3,10,482.48,113.91,4,0
20260115,2,3,3,1715.62,328.52,4,0
20251231,3,1,4,792.39,274.32,4,0
20250311,1,2,2,1639.66,607.71,2,0
20250823,1,3,6,1490.41,413.99,2,0
20260116,1,2,4,834.04,317.83,4,1
20250427,3,3,10,675.3,166.79,9,0
20251030,1,1,9,2144.21,726.48,5,0
20241119,2,3,7,2702.02,978.76,6,0
20250924,1,1,2,128.0,43.96,4,0
20250417,2,1,8,4660.89,1848.34,3,0
20240811,3,2,2,344.86,150.23,5,0
20240408,1,1,5,872.21,502.84,4,0
20250903,3,1,7,3017.74,1337.36,6,0
20241206,1,3,1,987.66,332.85,4,0
20250328,3,2,9,729.83,212.31,6,0
20240308,3,2,7,887.13,303.0,3,1
20251024,1,3,1,688.51,257.4,3,0
20241223,1,3,10,785.93,261.14,6,0
20241104,1,1,5,532.96,79.24,2,1
20250708,2,3,6,1550.5,707.28,3,0
20240331,2,3,5,178.09,90.71,3,1
20260221,2,3,1,962.84,364.63,6,0
20240525,3,3,4,832.52,383.48,4,0
20251022,1,3,2,805.95,184.55,2,1
20251019,2,2,10,1330.11,435.33,2,0
20250418,1,1,7,4779.38,2039.97,4,0
20240619,4,2,10,388.28,114.19,2,0
20251103,1,3,8,522.18,271.86,4,0
20240908,1,3,3,124.03,47.5,1,0
20250710,2,3,7,640.55,243.4,3,0
20251112,1,3,5,2387.95,192.48,2,0
20250702,4,2,5,1809.96,478.68,4,0
20240510,4,1,5,2669.69,429.54,5,0
20250413,2,3,8,536.84,190.68,2,0
20250307,4,3,5,669.64,237.13,5,1
20250420,3,1,7,2050.05,871.79,2,0
20260223,1,1,3,1379.5,419.26,2,0
20241128,4,1,1,1061.03,244.63,1,0
20260101,4,1,2,358.09,87.26,1,0
20250325,2,2,6,1661.6,719.15,4,0
20250527,3,1,4,2040.02,559.71,3,0
20240904,4,2,10,1512.69,526.33,1,0
20260114,3,3,8,1373.52,338.32,4,0
20240603,1,2,7,3909.9,1670.87,1,0
20250826,1,1,10,1089.47,443.15,2,1
20240531,4,1,10,1470.03,524.83,2,0
20251220,2,2,8,1068.08,346.91,5,0
20251219,3,1,9,1445.58,256.31,3,0
20240902,4,1,8,2117.29,829.08,2,1
20240402,1,1,5,835.78,389.83,6,1
20250228,2,1,9,386.74,159.72,2,0
20260120,2,1,4,2358.67,415.64,4,1
20250803,1,2,7,343.16,133.62,5,0
20241130,3,2,9,2435.28,642.79,3,0
20240929,4,2,7,750.88,269.4,7,1
20241124,1,1,7,1155.57,383.23,2,1
20240427,4,2,8,3366.6,1019.65,4,0
20251013,4,3,3,662.49,304.45,3,0
20260223,4,1,1,429.15,159.49,3,1
20250201,2,1,9,1279.45,456.5,1,0
20250328,4,1,7,3768.14,1981.7,6,0
20260124,3,1,7,410.31,174.24,3,0
20240315,4,3,2,575.96,191.42,3,0
20240820,2,3,9,317.94,68.62,1,0
20251029,2,3,1,829.8,147.23,3,0
20250327,1,3,6,4186.2,1140.93,5,1
20250515,1,1,7,4344.62,1203.89,5,0
20241015,3,3,6,2177.32,770.77,1,0
20240511,1,1,2,1635.94,446.11,4,0
20241116,2,2,10,1964.65,395.25,3,0
20250525,4,2,2,705.74,379.26,4,0
20260212,1,1,5,1491.89,717.65,5,0
20250315,4,1,10,722.39,295.24,1,0
20250911,1,2,8,1642.61,433.01,3,0
20250715,3,2,10,617.59,165.63,6,0
20250226,2,1,5,1306.28,404.96,3,0
20240718,1,2,1,1900.51,600.77,2,0
20240504,3,3,10,1049.55,352.82,3,1
20240603,3,2,3,381.59,137.47,3,0
20250327,3,2,2,1905.62,684.07,3,0
20240321,4,2,9,768.35,203.94,3,0
20250608,1,1,7,412.46,141.45,1,0
20250623,2,2,8,696.76,333.66,1,0
20250912,2,2,1,2063.8,436.66,4,0
20240725,2,1,4,876.04,277.75,4,0
20240718,3,3,10,283.14,136.15,1,0
20250916,4,1,7,1749.39,647.25,2,0
20240404,3,2,4,1064.27,246.72,4,0
20240613,2,2,9,1417.48,671.73,5,0
20260118,3,1,4,469.9,202.55,4,0
20240407,1,3,9,704.61,305.74,7,0
20240829,3,2,2,1153.44,396.54,3,0
20250329,2,1,10,2534.01,867.37,3,0
20241005,1,1,10,8602.39,3015.24,4,1
20251120,2,1,9,666.01,248.47,2,0
20240707,4,1,4,927.32,359.44,5,1
20240806,2,1,1,2169.38,342.1,3,1
20240927,3,2,2,907.58,207.6,3,0
20241017,3,2,2,583.14,214.84,2,0
20251214,4,2,9,2188.18,703.88,3,1
20251005,2,1,10,1650.73,289.49,2,1
20240305,4,3,10,418.63,142.12,1,0
20240509,4,1,1,2824.38,1338.47,2,1
20250701,2,2,4,1106.0,544.4,2,0
20241104,2,2,5,1876.56,567.65,3,1
20241012,2,2,2,1333.76,515.51,2,0
20250728,2,3,8,1837.99,415.16,2,1
20240817,1,3,3,439.97,99.5,4,0
20251209,4,3,5,878.32,274.26,3,1
20240811,1,2,3,925.05,414.55,5,0
20240813,1,1,2,1910.22,597.02,3,0
20250324,4,2,1,1366.47,331.2,3,1
20251120,2,2,1,1450.12,244.26,4,0
20240906,1,3,3,879.9,150.9,1,0
20250726,2,1,7,1829.57,601.3,4,0
20240325,3,1,6,2207.18,538.97,3,0
20240808,2,3,5,2265.06,633.76,2,0
20250422,2,1,6,3532.83,1076.66,2,0
